epoch,latents_loss,learning_rate,loss,reconstruction_loss,species_loss,val_latents_loss,val_loss,val_reconstruction_loss,val_species_loss
0,24.693885803222656,0.0010000000474974513,180.8506622314453,110.40444946289062,45.752384185791016,14.223419189453125,86.7921371459961,43.98464584350586,28.5346736907959
1,7.265615463256836,0.0010000000474974513,24.70586585998535,10.858396530151367,6.581853866577148,7.524572849273682,22.973466873168945,7.763544082641602,7.712047576904297
2,6.477099418640137,0.0010000000474974513,20.43065071105957,8.475996971130371,5.477551460266113,6.366886138916016,21.061038970947266,8.852667808532715,5.8624444007873535
3,5.941137790679932,0.0010000000474974513,18.114215850830078,7.457712173461914,4.715366363525391,5.780203342437744,21.333412170410156,10.304994583129883,5.2596435546875
4,5.691781520843506,0.0010000000474974513,16.166303634643555,6.108395099639893,4.366130828857422,6.078094482421875,14.67969036102295,4.330865859985352,4.252628803253174
5,5.53892183303833,0.0010000000474974513,14.833412170410156,5.231104373931885,4.063388347625732,5.813374042510986,16.2113094329834,5.555075168609619,4.82372522354126
6,5.372239112854004,0.0010000000474974513,13.943435668945312,4.728712558746338,3.84248423576355,5.654664516448975,15.693572998046875,5.212867259979248,4.793931484222412
7,5.276198863983154,0.0010000000474974513,13.537221908569336,4.509849548339844,3.7511723041534424,5.71589469909668,18.21506118774414,6.9981865882873535,5.478431701660156
8,5.158270835876465,0.0010000000474974513,12.936480522155762,4.152961730957031,3.625246286392212,5.590404987335205,17.4536075592041,7.070797443389893,4.79058837890625
9,5.060092926025391,0.0010000000474974513,12.352431297302246,3.806483745574951,3.4858617782592773,5.234813690185547,12.687137603759766,3.9702095985412598,3.4882655143737793
10,4.999916076660156,0.0010000000474974513,11.79072093963623,3.3843159675598145,3.4064905643463135,5.336978435516357,15.00150203704834,5.241158485412598,4.408782482147217
11,4.940408706665039,0.0010000000474974513,11.275300979614258,3.142692804336548,3.192202568054199,5.148173809051514,16.338504791259766,7.079168319702148,4.148895740509033
12,4.882543087005615,0.0010000000474974513,11.24128532409668,3.190824031829834,3.1679177284240723,5.047560214996338,12.18981647491455,3.6634819507598877,3.456519365310669
13,4.84810209274292,0.0010000000474974513,10.606452941894531,2.6954312324523926,3.062922716140747,5.0471510887146,11.494049072265625,2.9496660232543945,3.4943928718566895
14,4.759878158569336,0.0010000000474974513,10.442246437072754,2.707123279571533,2.975242853164673,4.904038429260254,13.259879112243652,4.812519073486328,3.5349762439727783
15,4.724553108215332,0.0010000000474974513,10.848564147949219,3.0678892135620117,3.056122064590454,4.86599588394165,12.385467529296875,4.165589332580566,3.334070920944214
16,4.688937187194824,0.0010000000474974513,10.247249603271484,2.558187484741211,3.0001256465911865,4.757353782653809,13.321785926818848,5.198648452758789,3.3490495681762695
17,4.635544776916504,0.0010000000474974513,10.08123779296875,2.5131630897521973,2.932532548904419,4.658534526824951,9.111577987670898,1.8974374532699585,2.5261316299438477
18,4.606657981872559,0.0010000000474974513,9.511728286743164,2.1087334156036377,2.7963337898254395,4.777196884155273,11.156946182250977,3.287111282348633,3.075985908508301
19,4.570315837860107,0.0010000000474974513,9.890950202941895,2.417130708694458,2.903503179550171,4.785080432891846,9.883910179138184,2.2476887702941895,2.8233249187469482
20,4.512354850769043,0.0010000000474974513,9.198326110839844,1.998063087463379,2.687908172607422,4.679902076721191,15.225857734680176,6.93949556350708,3.6020960807800293
21,4.471444129943848,0.0010000000474974513,9.106324195861816,1.9732310771942139,2.6616480350494385,4.655544281005859,11.768902778625488,4.072953224182129,3.035994291305542
22,4.445511817932129,0.0010000000474974513,9.060903549194336,1.9410287141799927,2.674365758895874,4.638787746429443,9.668892860412598,2.211944103240967,2.806256055831909
23,4.447887420654297,0.0010000000474974513,8.788370132446289,1.7281359434127808,2.6123437881469727,4.50325345993042,11.867436408996582,4.377989768981934,2.9670135974884033
24,4.377339839935303,0.0010000000474974513,8.793692588806152,1.7925504446029663,2.623805046081543,4.522177219390869,13.108375549316406,5.457973957061768,3.11185884475708
25,4.381762981414795,0.0010000000474974513,8.62350082397461,1.686348557472229,2.5553903579711914,4.4563469886779785,8.824982643127441,1.789079189300537,2.5556044578552246
26,4.319248676300049,0.0010000000474974513,8.556066513061523,1.695772409439087,2.5410470962524414,4.446274757385254,10.086175918579102,2.8762097358703613,2.7302258014678955
27,4.3106513023376465,0.0010000000474974513,8.222743034362793,1.4194552898406982,2.4926366806030273,4.488272190093994,9.53505802154541,2.303985595703125,2.7107532024383545
28,4.298795223236084,0.0010000000474974513,8.464422225952148,1.5938705205917358,2.5717580318450928,4.388858318328857,8.42199420928955,1.5400922298431396,2.462250232696533
29,4.2791032791137695,0.0010000000474974513,8.363873481750488,1.5482821464538574,2.536489963531494,4.347405433654785,8.604111671447754,1.7697774171829224,2.4622325897216797
30,4.237953186035156,0.0010000000474974513,8.192028999328613,1.475165843963623,2.478912115097046,4.407672882080078,8.943502426147461,1.8343617916107178,2.670438766479492
31,4.22569465637207,0.0010000000474974513,8.085860252380371,1.407165288925171,2.453000545501709,4.3768792152404785,10.650283813476562,3.413713216781616,2.848341226577759
32,4.181098461151123,0.0010000000474974513,8.118708610534668,1.5044047832489014,2.4332032203674316,4.3203301429748535,10.69742202758789,3.525556802749634,2.835481643676758
33,4.152283668518066,0.0010000000474974513,7.895124912261963,1.3339807987213135,2.4088616371154785,4.341886043548584,8.247001647949219,1.2947721481323242,2.5846691131591797
34,4.174061298370361,0.0010000000474974513,7.935153484344482,1.3257662057876587,2.435326099395752,4.368244171142578,8.058280944824219,1.1966084241867065,2.466555595397949
35,4.112780570983887,0.0010000000474974513,7.800368785858154,1.3035600185394287,2.384032964706421,4.283114433288574,9.455902099609375,2.5701968669891357,2.578253746032715
36,4.08054256439209,0.0010000000474974513,7.741627216339111,1.2758381366729736,2.385244607925415,4.335710525512695,8.248319625854492,1.2828831672668457,2.6088523864746094
37,4.068698883056641,0.0010000000474974513,7.611999988555908,1.1832020282745361,2.3600997924804688,4.323631286621094,7.93612813949585,1.137778878211975,2.4451351165771484
38,4.039253234863281,0.0010000000474974513,7.57985258102417,1.1812323331832886,2.359368085861206,4.208691596984863,7.719720840454102,1.0662933588027954,2.421428918838501
39,4.022923946380615,0.0010000000474974513,7.4569525718688965,1.1186820268630981,2.3153460025787354,4.193185329437256,7.611281871795654,1.058207392692566,2.3311965465545654
40,3.9891154766082764,0.0010000000474974513,7.4339375495910645,1.137312412261963,2.307508945465088,4.1906867027282715,7.62326192855835,1.0441793203353882,2.3610475063323975
41,3.973968029022217,0.0010000000474974513,7.378566741943359,1.1099228858947754,2.2946746349334717,4.209190368652344,7.990318298339844,1.2930158376693726,2.4671106338500977
42,3.965017557144165,0.0010000000474974513,7.343898773193359,1.1049004793167114,2.2739791870117188,4.201345920562744,8.560382843017578,1.8739473819732666,2.46258544921875
43,3.9463281631469727,0.0010000000474974513,7.367038726806641,1.1478313207626343,2.2728753089904785,4.235428810119629,7.70969820022583,1.0750350952148438,2.3732521533966064
