epoch,latents_loss,learning_rate,loss,reconstruction_loss,species_loss,val_latents_loss,val_loss,val_reconstruction_loss,val_species_loss
0,27.42188262939453,0.0010000000474974513,190.55262756347656,111.52562713623047,51.60506820678711,14.670456886291504,66.68527221679688,25.70979881286621,26.241662979125977
1,7.356799125671387,0.0010000000474974513,26.512754440307617,11.874937057495117,7.281016826629639,6.432669639587402,26.83476448059082,15.06911563873291,5.394347667694092
2,6.539374351501465,0.0010000000474974513,21.4468994140625,9.207491874694824,5.7000346183776855,6.43273401260376,22.783496856689453,9.475641250610352,6.858851432800293
3,5.975255489349365,0.0010000000474974513,18.38954734802246,7.483570575714111,4.930720806121826,5.385072708129883,15.752144813537598,6.114112854003906,4.2355637550354
4,5.688787460327148,0.0010000000474974513,17.201574325561523,6.998291015625,4.514495849609375,5.473119735717773,16.76348304748535,6.371435642242432,4.921612739562988
5,5.585327625274658,0.0010000000474974513,16.635713577270508,6.682420253753662,4.367972373962402,5.636006832122803,19.037023544311523,8.954086303710938,4.489521026611328
6,5.446881294250488,0.0010000000474974513,14.617667198181152,5.060492992401123,4.110293865203857,5.364424228668213,12.241899490356445,3.2506258487701416,3.6155707836151123
7,5.31358003616333,0.0010000000474974513,14.06242847442627,4.8421149253845215,3.906733512878418,5.495516300201416,12.024291038513184,3.108926773071289,3.4235782623291016
8,5.253088474273682,0.0010000000474974513,13.997664451599121,4.8003621101379395,3.944216012954712,5.853210926055908,18.01934814453125,7.111454010009766,5.109755039215088
9,5.123624324798584,0.0010000000474974513,13.65519905090332,4.719913005828857,3.811659812927246,5.495547771453857,14.257535934448242,4.834924221038818,3.9527745246887207
10,5.04941463470459,0.0010000000474974513,12.956396102905273,4.336212158203125,3.5707662105560303,5.174010753631592,10.974740982055664,2.2666287422180176,3.541259288787842
11,4.931298732757568,0.0010000000474974513,12.241944313049316,3.8387701511383057,3.4718761444091797,5.054142951965332,10.095044136047363,1.9442299604415894,3.0923008918762207
12,4.867832183837891,0.0010000000474974513,11.77998161315918,3.5722827911376953,3.3398687839508057,5.129727840423584,11.818777084350586,3.2328109741210938,3.466310977935791
13,4.785086631774902,0.0010000000474974513,11.412629127502441,3.391798257827759,3.2357418537139893,5.023423671722412,10.322893142700195,2.0746521949768066,3.2189667224884033
14,4.711548328399658,0.0010000000474974513,11.15031623840332,3.289504051208496,3.149261951446533,4.932299613952637,9.519416809082031,1.6809278726577759,2.8920249938964844
15,4.696647644042969,0.0010000000474974513,10.455863952636719,2.7811338901519775,2.9780776500701904,4.7893571853637695,9.729348182678223,2.0504343509674072,2.867199182510376
16,4.629708290100098,0.0010000000474974513,10.522614479064941,2.94252347946167,2.9503793716430664,4.732365608215332,8.947528839111328,1.534633755683899,2.658674478530884
17,4.615525245666504,0.0010000000474974513,9.896040916442871,2.433398962020874,2.847118616104126,4.835502624511719,9.44300651550293,1.570143222808838,3.0137505531311035
18,4.535816669464111,0.0010000000474974513,9.625229835510254,2.3602349758148193,2.7291746139526367,4.574704647064209,8.368531227111816,1.2215547561645508,2.5456225872039795
19,4.521641254425049,0.0010000000474974513,9.410548210144043,2.171205759048462,2.7177000045776367,4.698813438415527,8.932927131652832,1.5250967741012573,2.686971664428711
